id,length,tonnage,engine_power,crew_size,label,split,idhash
111000038,,,,,gear,Test,-4112542203635070013
111000047,,,,,gear,Test,-4112542203640069987
111111028,,,,,gear,Test,-5561913904778576899
111111127,,,,,gear,Test,-5561912904768576929
111112759,,,,,gear,Training,-6561897904648576745
111113172,,,,,gear,Training,-7561898904543576405
111113335,,,,,gear,Test,-7561896904523576442
111113412,,,,,gear,Training,-7561903904661576736
111123007,,,,,gear,Training,8441904300602319965
111123102,,,,,gear,Training,8441903300628320001
111123113,,,,,gear,Training,8441903300629320007
11118098,,,,,gear,Test,182741215951575799
111222339,,,,,gear,Training,-5938986001786579677
111472,,,,,fishing,Training,451523512151890200
111855370,,,,,non_fishing,Training,-9200029727033338974
1121503,,,,,gear,Test,26927135269934054
112296321,,,,,gear,Test,-2492938737081687936
112620022,,,,,gear,Training,-5565997975290669927
113037472,,,,,passenger,Test,4981351309882723569
113200916,,,,,gear,Training,-8928668708051980426
113218809,,,,,gear,Training,3514298160467674662
113301111,,,,,gear,Test,-7702296174964077023
114438401,,,,,gear,Test,-3128762099145831455
114880002,,,,,gear,Training,5481979739063823033
11532240,16.09,36.0,217.0,,trawlers,Training,-2929840254846510790
115480010,,,,,gear,Training,6846669246797842309
116180044,,,,,gear,Training,6643768227820035706
11681,,,,,gear,Test,3461901972727738540
1182,,,,,gear,Training,659472584133336940
11908804,,,,,gear,Test,6391633210363282689
11908806,,,,,gear,Test,6391633210363282691
12006255,,,,,gear,Test,1055753380678796291
120522222,,,,,gear,Test,-4889798909154597753
1209056,25.71,222.0,527.0,,trawlers,Training,3581329639556324254
121000072,,,,,gear,Training,3793160544578809560
121000078,,,,,gear,Test,3793160544578809554
121121046,,,,,gear,Test,-5193031212898545857
121121055,,,,,gear,Training,-5193031212897545857
121121069,,,,,gear,Test,-5193031212896545866
121121312,,,,,gear,Training,-5193028212877545889
121121357,,,,,gear,Training,-5193028212881545882
121822222,,,,,gear,Test,4437477997069378185
122000357,,,,,gear,Test,-1730060459816190457
122408213,69.04,1272.5,2684.52,,tuna_purse_seines,Training,5788939217926865158
122411111,,,,,gear,Training,785167012614968369
123000083,,,,,gear,Training,899935661892802594
123000323,,,,,gear,Test,899938661904802587
123060074,,,,,gear,Test,-2417707328343472942
123060205,,,,,gear,Test,-2417709328326472888
123060213,,,,,gear,Test,-2417709328325472883
123111111,70.45,1356.0,,,tuna_purse_seines,Training,2349306363052309583
123450100,71.92,1302.0,,,tuna_purse_seines,Training,3147819745229278537
123450127,,,,,gear,Training,3147819745231278536
123450201,,,,,gear,Training,3147822745247278643
123450284,,,,,gear,Test,3147822745239278542
123450328,,,,,gear,Training,3147821745239278541
123450448,,,,,gear,Training,3147824745255278624
123456738,,,,,gear,Test,5147831745250278536
123456978,,,,,passenger,Training,5147845745398278854
123461592,,,,,gear,Test,-295101123201376392
123466666,,,,,gear,Training,-7295121123123376229
124000677,,,,,gear,Test,-2713366442903381278
125000674,,,,,gear,Test,1042815192085470664
125000689,,,,,gear,Training,1042815192086470664
126922222,,,,,gear,Test,-8842463167616941119
128000008,,,,,gear,Training,-6414404971155491102
128000011,,,,,gear,Test,-6414404971156491096
128000014,,,,,gear,Training,-6414404971156491091
130000066,,,,,gear,Test,2299117422626491245
130000115,,,,,gear,Test,2299118422625491258
130000775,,,,,gear,Test,2299124422755491562
130000792,,,,,gear,Training,2299124422765491535
13002263,,,,,gear,Test,3685750502385789365
13005071,,,,,gear,Training,6685779502541789591
13006304,,,,,gear,Test,7685755502277789109
13025853,,,,,gear,Test,8246591839140031033
130660453,10.6,9.21,88.24,,driftnets|pots_and_traps,Training,5838470176044043909
130960086,,,,,gear,Training,2518192454970946922
131226002,,,,,gear,Training,-4797923848358550340
131226078,,,,,gear,Test,-4797923848361550449
1319102,,,,,gear,Test,685303864878265794
132113502,,,,,gear,Test,8641727006356004835
132510466,,,,,gear,Test,8569446402469501241
132510757,,,,,gear,Test,8569449402484501222
132893011,,,,,gear,Test,4837426392232545545
133814921,18.605,24.095,,,passenger,Training,-6326166250906509643
133955555,,,,,gear,Training,6903244852975811456
135001128,,,,,gear,Training,8222513699123754816
135790000,,,,,gear,Training,4784269600709726264
136000170,,,,,gear,Training,2442003952821159247
136000229,,,,,gear,Training,2442000952840159418
136000272,,,,,gear,Test,2442000952837159418
136000287,,,,,gear,Training,2442000952830159314
136000293,,,,,gear,Test,2442000952831159317
136000343,,,,,gear,Training,2442001952840159419
136000546,,,,,gear,Test,2441999952836159416
136000608,,,,,gear,Test,2441996952814159313
136000654,,,,,gear,Test,2441996952819159314
136000655,,,,,gear,Training,2441996952819159315
136001146,,,,,gear,Test,3442010952843159339
136001224,,,,,gear,Test,3442013952827159284
136130347,,,,,gear,Training,-5994519083051643901
13625,,,,,gear,Training,1461895972831738848
13633757,,,,,cargo|passenger,Training,261595917347028207
136516104,,,,,gear,Test,-2036356742066829942
136516790,,,,,gear,Test,-2036362742207830209
136660000,24.375,71.0,205.83,,purse_seines,Training,3340728354981172931
137700226,,,,,gear,Training,6899365185816507253
138560058,,,,,gear,Test,5498649895892041115
138560516,,,,,gear,Test,5498652896004041440
138652158,,,,,gear,Test,1312839617064997730
139077777,,,,,gear,Test,-4589175868954865213
139138020,,,,,gear,Training,-431136837349434378
139300968,,,,,non_fishing,Training,8666400555078654846
139631888,,,,,gear,Test,-2372810476603576178
140304432,,,,,gear,Training,-7637588791110120370
140307229,,,,,gear,Test,-4637595791202120511
140477777,,,,,gear,Training,4481309254493407171
140600015,,,,,gear,Training,189817584258330148
140626709,,,,,gear,Training,6182448174409537568
140724013,,,,,gear,Training,4851004941734617595
140731189,,,,,gear,Training,8301307219925064913
140820009,,,,,gear,Training,-5602139964490785785
141610048,,,,,gear,Training,5742804389856731778
141801433,,,,,gear,Test,-1239473231876475540
142300606,,,,,gear,Training,901138983693069915
142311111,,,,,gear,Training,-4541796884639584746
144612122,,,,,gear,Training,1284518843899539216
145000676,,,,,gear,Test,5691531797559928592
145000802,,,,,gear,Test,5691533797568928579
145632005,,,,,gear,Test,2112962082735894791
14568790,,,,,cargo|passenger,Training,-6566763148373075250
146884568,,,,,gear,Training,-7812880836869067607
147240190,,,,,gear,Test,2850354141602203583
149203089,,,,,gear,Test,-3501842069517663585
150000142,,,,,gear,Training,-8462810632839927636
150000155,,,,,gear,Training,-8462810632840927640
150000338,,,,,gear,Training,-8462812632858927743
150000393,,,,,gear,Training,-8462812632848927628
150000416,,,,,gear,Training,-8462807632856927690
150000431,,,,,gear,Training,-8462807632858927685
150000445,,,,,gear,Training,-8462807632853927698
150000805,,,,,gear,Training,-8462803632833927722
150000825,,,,,gear,Training,-8462803632835927720
150001186,,,,,gear,Test,-7462803632836927741
150087497,,,,,gear,Training,-8345659798823819438
150087551,,,,,gear,Test,-8345660798815819339
150087582,,,,,gear,Training,-8345660798828819427
150100366,,,,,gear,Training,5990370273554475963
150100421,,,,,gear,Test,5990365273552475923
150100446,,,,,gear,Test,5990365273558475906
150100450,,,,,gear,Test,5990365273557475907
150123336,,,,,gear,Training,1871669170755410495
150150098,,,,,gear,Training,-8688425531506352310
150150165,,,,,gear,Test,-8688424531507352301
150150197,,,,,gear,Test,-8688424531502352320
150150265,,,,,gear,Training,-8688423531509352292
150150506,,,,,gear,Training,-8688420531485352206
150150619,,,,,gear,Training,-8688419531510352375
150150734,,,,,gear,Test,-8688418531504352257
150150738,,,,,gear,Test,-8688418531504352269
150309397,,,,,gear,Test,-4301890030775079070
150310001,,,,,gear,Training,9141081837629575622
150355555,,,,,gear,Training,1698873603324398887
150401007,,,,,gear,Training,-4535065236680431249
150403019,,,,,gear,Test,-6535083236703431288
150408008,,,,,gear,Test,2464965763380568799
150510028,,,,,gear,Test,-5085711535687924625
150510077,,,,,gear,Training,-5085711535682924653
150510263,,,,,gear,Training,-5085709535683924638
150510278,,,,,gear,Training,-5085709535682924630
150510285,,,,,gear,Training,-5085709535685924626
150510386,,,,,gear,Test,-5085708535567924332
150510791,,,,,gear,Test,-5085704535560924316
150516053,,,,,gear,Training,914310464373075467
150516063,,,,,gear,Training,914310464370075474
150546161,,,,,gear,Training,7360235903658148488
150546206,,,,,gear,Training,7360234903658148486
150546233,,,,,gear,Training,7360234903655148490
150623037,,,,,gear,Test,6119575287362002980
150706153,,,,,gear,Training,-434722216084385751
150706201,,,,,gear,Training,-434719216063385777
150709212,,,,,gear,Test,3011825856858164894
150800062,,,,,gear,Test,-257521842918116365
150824009,,,,,gear,Training,-5818378179692357964
150918523,,,,,gear,Training,-5361634068821058743
150918527,,,,,gear,Training,-5361634068821058739
150918731,,,,,gear,Test,-5361632068806058634
150918740,,,,,gear,Training,-5361632068803058642
151000097,,,,,gear,Test,-7325729120966676866
151001130,,,,,gear,Test,-8325737120981676871
151026068,,,,,gear,Training,-1333091530799469544
151512727,,,,,gear,Test,850657708814769128
152000191,,,,,gear,Test,7090708558301617302
152000274,,,,,gear,Training,7090709558295617326
152222239,,,,,gear,Test,-8457167112604919919
152222274,,,,,gear,Test,-8457167112600919920
152876,23.485,29.585,,6.0,fishing,Training,3019749258802924589
153333316,,,,,gear,Training,-780601813418998931
155042093,,,,,gear,Training,-534391814527018260
155980001,,,,,gear,Test,-7876892288758139532
156351717,,,,,gear,Training,-9015269350100398207
156677138,,,,,gear,Test,-6987232933491856443
157707211,,,,,gear,Test,7689363365633064300
157707306,,,,,gear,Training,7689362365628064305
157707372,,,,,gear,Test,7689362365631064300
157707630,,,,,gear,Training,7689359365611064207
157707645,,,,,gear,Training,7689359365614064195
157707647,,,,,gear,Test,7689359365614064193
157707697,,,,,gear,Test,7689359365617064310
157707718,,,,,gear,Test,7689358365637064380
157707775,,,,,gear,Test,7689358365631064263
157707796,,,,,gear,Test,7689358365629064266
157707987,,,,,gear,Training,7689352365624064354
158000107,,,,,gear,Training,-8735174271042358163
158000195,,,,,gear,Test,-8735174271035358188
158518068,,,,,gear,Test,-7651592121652914117
159546044,,,,,gear,Test,-8448850210180327245
159977777,,,,,gear,Test,-967670514244894758
160012894,,,,,gear,Test,3139740382893939102
160113001,,,,,gear,Test,-7645701332789324356
160330198,,,,,gear,Training,1146282216108791802
160573188,,,,,gear,Training,-7190157057460377318
160600015,,,,,gear,Test,3790718702486477906
160630694,,,,,gear,Test,-652237166094177246
160819751,,,,,non_fishing,Training,-4052620102189444427
161009053,,,,,gear,Test,3465760453376562544
161030001,,,,,gear,Test,-3537898751176333131
161120099,,,,,gear,Test,8894214806182371512
162200010,,,,,gear,Training,8036591637677757125
162277777,,,,,gear,Test,4350348422089135173
164777777,,,,,gear,Training,1399397598703492864
1648396,,,,,cargo,Training,-5854181922444404398
166000330,,,,,gear,Test,2736357522839863710
166046662,,,,,gear,Training,-2588686877318204520
166047317,,,,,gear,Test,-3588694877334204514
166886682,,,,,gear,Training,581290333564644498
168800588,,,,,gear,Training,9174472942706526227
168800730,,,,,gear,Test,9174470942705526216
168800741,,,,,gear,Training,9174470942706526220
168800743,,,,,gear,Training,9174470942706526222
168800762,,,,,gear,Test,9174470942708526209
168800765,,,,,gear,Test,9174470942708526214
168800835,,,,,gear,Training,9174469942697526238
168800883,,,,,gear,Test,9174469942704526221
168800887,,,,,gear,Test,9174469942704526217
168800904,,,,,gear,Test,9174468942690526251
168800908,,,,,gear,Training,9174468942690526247
168800913,,,,,gear,Test,9174468942691526243
168800990,,,,,gear,Training,9174468942699526216
168801012,,,,,gear,Training,8174468942686526164
168801016,,,,,gear,Test,8174468942686526160
168801043,,,,,gear,Test,8174468942681526170
168801046,,,,,gear,Training,8174468942681526175
168801053,,,,,gear,Training,8174468942682526169
168801057,,,,,gear,Test,8174468942682526173
168801058,,,,,gear,Training,8174468942682526162
168801071,,,,,gear,Training,8174468942684526161
168801094,,,,,gear,Training,8174468942694526266
168801096,,,,,gear,Training,8174468942694526264
168801213,,,,,gear,Training,8174470942698526267
168801215,,,,,gear,Training,8174470942698526269
168801218,,,,,gear,Training,8174470942698526256
168801227,,,,,gear,Training,8174470942695526150
168801243,,,,,gear,Training,8174470942701526256
168801405,,,,,gear,Training,8174464942693526228
168801607,,,,,gear,Training,8174466942705526212
168801610,,,,,gear,Test,8174466942706526212
168801611,,,,,gear,Training,8174466942706526213
168801612,,,,,gear,Training,8174466942706526214
168801616,,,,,gear,Training,8174466942706526210
168801623,,,,,gear,Test,8174466942703526222
168801630,,,,,gear,Training,8174466942704526222
168801636,,,,,gear,Test,8174466942704526216
168801725,,,,,gear,Test,8174467942681526165
168801766,,,,,gear,Test,8174467942685526154
168801795,,,,,gear,Test,8174467942686526148
168801797,,,,,gear,Test,8174467942686526150
168801822,,,,,gear,Test,8174460942575525905
168802011,,,,,gear,Training,-7272280131104025598
168802020,,,,,gear,Training,-7272280131105025586
168930150,,,,,gear,Training,-160769495319290572
169991010,,,,,gear,Test,1050416038791441033
170000016,,,,,gear,Training,8971876332240245328
17003291,,,,,gear,Training,-4820103676233475995
17003938,,,,,gear,Training,-4820114676351476243
1700636,,,,,gear,Training,-9185649155140324346
170065508,,,,,gear,Training,-8482272151459099131
170321003,,,,,gear,Test,151841366625587286
170807001,,,,,gear,Test,5271075671175527249
171101001,,,,,gear,Test,-3851337716730261355
171129001,,,,,gear,Test,-5412158053370502757
17499,,,,,cargo,Test,5461921972874738863
180001,,,,,gear,Training,5018985624390445948
180006,,,,,gear,Training,5018985624390445947
18001544,,,,,gear,Test,-3474055000343231179
180017986,,,,,gear,Training,-6557837586042403869
18002311,,,,,gear,Training,-474064000441231300
180101041,,,,,gear,Test,5439530786617640917
180117001,,,,,gear,Training,-3003431081889014018
180225009,,,,,gear,Test,-1894956017111697358
180303001,,,,,gear,Test,-6787244586555859031
180303002,,,,,gear,Training,-6787244586555859030
180307014,,,,,gear,Training,-2787240586640859225
180416002,,,,,gear,Test,-38838908304348347
180509001,,,,,gear,Training,-7934910683182406979
180822001,,,,,gear,Training,-4247466631911432495
180822003,,,,,gear,Training,-4247466631911432493
180916003,,,,,gear,Test,7327892220426654851
18092,,,,,tanker,Training,-5984691100255812087
18092501,,,,,gear,Test,6212071214413389488
180926005,,,,,gear,Test,2209861751549067482
181011009,,,,,gear,Test,-1240826614325310330
181016002,,,,,gear,Training,1759200385723689692
181025012,,,,,gear,Test,-7683770482774965195
181102004,,,,,gear,Training,2208531086581196212
181102024,,,,,gear,Test,2208531086579196222
181103005,,,,,gear,Training,1208554086842196690
181104009,,,,,gear,Test,4208549086731196527
181116022,,,,,gear,Training,-1348551044790148387
181127001,,,,,gear,Test,-8352306249982045068
181129002,,,,,gear,Training,-2352284249916044971
181214004,,,,,gear,Test,-8460804314860361802
181218002,,,,,gear,Test,3539239685111637972
181220031,,,,,gear,Training,5100833656166358037
182156705,,,,,gear,Test,2457880546685026184
18301006,,,,,gear,Training,-574373020881276561
186362456,,,,,gear,Training,-4319587166129550382
186500100,,,,,gear,Test,5433224023644174976
186500130,,,,,gear,Training,5433224023641174985
186500144,,,,,gear,Test,5433224023648175096
186500227,,,,,gear,Test,5433225023648174978
186500242,,,,,gear,Test,5433225023646174989
186500601,,,,,gear,Test,5433229023642175038
186500646,,,,,gear,Test,5433229023646175021
186522000,,,,,gear,Training,-5452646713141134619
187930939,,,,,gear,Test,-8362074947287784842
188514015,,,,,gear,Training,5689763030737161928
189000061,,,,,gear,Test,3929744615839913954
189000062,,,,,gear,Training,3929744615839913953
189023673,,,,,gear,Training,-5956154121209396282
189500003,,,,,gear,Training,1901708199253372253
190108005,,,,,gear,Training,8187417698090425029
190111507,,,,,gear,Test,5630219565962079320
190121002,,,,,gear,Test,8748261034959666995
190221010,,,,,gear,Training,-8764322810027536485
190227001,,,,,gear,Training,3682399263617015035
190252001,,,,,gear,Test,-1753151194930847265
190304013,,,,,gear,Test,4021256906340727902
190306003,,,,,gear,Training,6021242906235727783
190318001,,,,,gear,Test,-8429125372078719734
190403025,,,,,gear,Test,-7900088657182916455
190417002,,,,,gear,Test,-2575816891469326935
190821001,,,,,gear,Training,6981128969802395927
191108202,,,,,gear,Training,-7348955236890375883
191312167,,,,,gear,Test,-1118448658381978924
192439088,,,,,gear,Training,-7714448430017726599
194733333,,,,,gear,Training,870416577507120213
195199905,,,,,gear,Test,2957297420498201659
197700065,,,,,gear,Training,2751371714651284482
198003802,,,,,gear,Training,-5826036135242847128
198600008,,,,,gear,Test,-7919929323239040931
198764366,,,,,gear,Training,-4595844500396913621
200000078,,,,,gear,Training,-4774188465027223358
200000121,,,,,gear,Training,-4774187465014223255
200000127,,,,,gear,Test,-4774187465014223249
200000229,,,,,gear,Training,-4774190465032223354
200000300,,,,,gear,Training,-4774189465028223360
200000313,,,,,gear,Test,-4774189465029223348
200000329,,,,,gear,Test,-4774189465030223357
200000397,,,,,gear,Training,-4774189465021223248
200000502,,,,,gear,Test,-4774183465024223308
200000523,,,,,gear,Test,-4774183465022223313
200000529,,,,,gear,Test,-4774183465022223323
200000535,,,,,gear,Test,-4774183465023223314
200000552,,,,,gear,Training,-4774183465029223301
200000561,,,,,gear,Test,-4774183465026223311
200000616,,,,,gear,Test,-4774186465009223256
200000636,,,,,gear,Test,-4774186465007223262
200000670,,,,,gear,Training,-4774186465011223256
200000683,,,,,gear,Test,-4774186465018223354
200000707,,,,,gear,Training,-4774185465004223261
200000729,,,,,gear,Test,-4774185465006223257
200000750,,,,,gear,Test,-4774185465009223241
200000760,,,,,gear,Training,-4774185465010223246
200000769,,,,,gear,Test,-4774185465010223237
200000798,,,,,gear,Training,-4774185465013223245
200000929,,,,,gear,Test,-4774179464902222999
200000932,,,,,gear,Test,-4774179464903222995
200000969,,,,,gear,Test,-4774179464898223019
200000971,,,,,gear,Test,-4774179464899223014
200001139,20.8,46.775,261.1,9.0,drifting_longlines|set_longlines,Training,-3774180464998223251
200001140,79.5,1588.0,986.9580000000001,33.0,specialized_reefer,Test,-3774180465005223247
200006639,71.45,1593.0,2100.0,,pole_and_line|other_fishing|squid_jigger,Training,7672539608752328451
200008108,,,,,gear,Test,3225852535039776722
200010019,,,,,gear,Training,-9217114333353877984
200010028,,,,,gear,Test,-9217114333350877976
200010059,,,,,gear,Training,-9217114333349877972
200010108,,,,,gear,Training,-9217115333454878309
200010129,,,,,gear,Test,-9217115333456878316
200010223,,,,,gear,Training,-9217116333462878303
200010250,,,,,gear,Test,-9217116333457878317
200010308,,,,,gear,Training,-9217117333466878295
20001544,,,,,gear,Test,1669511346733709196
20002311,,,,,gear,Training,-1330515653280290671
200060111,,,,,gear,Training,4786672871679018130
2001002,,,,,fishing,Training,9028838707398938392
200250513,,,,,gear,Test,3495203201600941405
200250514,,,,,gear,Test,3495203201600941402
200435204,,,,,gear,Training,-7296772347219174607
201100094,,,,,tug,Test,-4536774932442926738
201100109,,,,,patrol_vessel,Training,-4536773932429926783
201100138,,,,,passenger,Training,-4536773932432926759
201100151,28.0,202.0,788.2049000000003,,fishing,Training,-4536773932426926782
201100161,,,,,cargo|passenger,Training,-4536773932427926769
201100187,41.0,371.0,1701.6874,,purse_seines,Training,-4536773932437926745
201200079,,,,,gear,Test,-3470917161136274988
201200088,,,,,gear,Test,-3470917161145274952
201200138,,,,,gear,Test,-3470918161140274992
201200155,,,,,gear,Training,-3470918161138274981
201237469,,,,,gear,Training,5532860044064621689
201255505,,,,,gear,Training,-1353006692802688254
201302302,,,,,gear,Training,8816059953230430984
201512125,,,,,gear,Training,4539286876642473436
201603018,,,,,gear,Training,5788011536637889358
201603438,,,,,gear,Test,5788007536647889520
201608420,,,,,gear,Training,-1658573536449661470
201609008,,,,,gear,Test,-2658578536450661477
201609402,,,,,gear,Training,-2658574536330661163
201612387,,,,,gear,Training,-3215666667933006145
201677777,,,,,gear,Test,-6223172078492799993
201700007,,,,,gear,Training,7888465557891935844
201703055,,,,,gear,Test,6888456557859935756
201703481,,,,,gear,Training,6888452557864935835
201703805,,,,,gear,Test,6888464557880935771
20170777,,,,,gear,Training,-2198657941846058725
201708081,,,,,gear,Test,-111702442828065086
201708092,,,,,gear,Test,-111702442827065082
201711402,,,,,gear,Test,7338638835537382607
201712389,,,,,gear,Test,-8108081238149169086
201803166,,,,,gear,Training,2711254184693666334
201807382,,,,,gear,Training,6711256184591666162
201807395,,,,,gear,Training,6711256184590666170
201807514,,,,,gear,Test,6711262184730666441
201807555,,,,,gear,Training,6711262184726666452
201807570,,,,,gear,Test,6711262184728666455
201808024,,,,,gear,Training,-6288923816031334516
201808054,,,,,gear,Training,-6288923816030334519
201808065,,,,,gear,Test,-6288923816027334527
201808076,,,,,gear,Training,-6288923816028334523
201808083,,,,,gear,Training,-6288923816041334487
201809023,,,,,gear,Test,-7288932816058334484
201809027,,,,,gear,Training,-7288932816058334488
201809038,,,,,gear,Test,-7288932816057334488
201810003,,,,,gear,Training,6154170053121321352
201810264,,,,,gear,Training,6154168053115321359
201811010,,,,,gear,Test,7154179053147321459
201812201,,,,,gear,Test,4154058052471320438
201851,35.75,271.0,810.0,18.0,drifting_longlines|set_longlines,Training,-6834391909802378235
201903104,,,,,gear,Test,8704705351378813509
201903161,,,,,gear,Training,8704705351384813618
201903346,,,,,gear,Training,8704707351386813505
201904135,,,,,gear,Training,-8742027722326738176
201904137,,,,,gear,Test,-8742027722326738174
201904146,,,,,gear,Test,-8742027722327738170
201904288,,,,,gear,Test,-8742026722325738169
201904300,,,,,gear,Training,-8742025722311738066
201906001,,,,,gear,Test,-6741914721667737142
201906056,,,,,gear,Test,-6741914721670737130
201906058,,,,,gear,Test,-6741914721670737128
201906155,,,,,gear,Training,-6741913721658737032
201908010,,,,,gear,Test,-4741896721644737102
201908011,,,,,gear,Test,-4741896721644737101
201908015,,,,,gear,Test,-4741896721644737097
201922259,,,,,gear,Test,-5181188385554496403
201922262,,,,,gear,Test,-5181188385557496401
201944450,,,,,gear,Training,2379783951859746170
20196161,,,,,gear,Training,875667701355250116
201977126,,,,,gear,Test,-5055787506723116038
203235000,27.649,238.0,514.84,,drifting_longlines,Training,-7321501750224616914
20388824,22.447979666666672,33.55,,,fishing,Training,459695787507272621
203927000,,,,,passenger,Training,-8659522849377506040
204201240,26.55,149.0,459.255,,pole_and_line,Test,-8767471297761888500
204202570,9.15,5.53,66.19,,pole_and_line|set_longlines,Training,-7767463297739888397
204202940,11.95,13.09,95.61,,pole_and_line|set_longlines,Training,-7767451297740888542
204203250,8.985,7.29,70.805,,pole_and_line|set_longlines,Training,-6767449297748888523
204203880,9.0,4.58,132.39,,pole_and_line|set_longlines,Training,-6767459297739888392
204204280,13.5,19.805,114.7889,,pole_and_line,Training,-5767440297732888513
204204560,9.675,8.29,133.308,,pole_and_line,Training,-5767445297720888466
204206750,16.2,42.2,221.0,,drifting_longlines|pole_and_line,Training,-3767453297829888649
204206760,16.2,42.2,221.0,,pole_and_line|set_longlines,Training,-3767453297830888654
204208790,24.0,98.0,361.0,,pole_and_line,Test,-1767431297691888411
204209000,18.4,34.86,128.3,,set_gillnets|set_longlines|pots_and_traps,Training,-767429297697888406
204209570,25.0,148.0,221.0,,pole_and_line,Test,-767426297676888434
204209840,20.0,88.0,258.0,,pole_and_line,Training,-767437297805888658
204209890,16.1,52.24,125.0,,pole_and_line,Test,-767437297818888759
204209950,19.9,88.01,258.0,,pole_and_line|set_longlines,Training,-767438297818888768
204209960,20.0,86.0,190.0,,pole_and_line,Training,-767438297821888759
204210770,14.0,22.195,96.4705,,pole_and_line,Training,4236344907503008094
204211450,16.0,57.92,188.0,,pole_and_line|set_longlines,Training,3236326907480008144
204226000,27.2,232.0,441.0,,drifting_longlines|set_longlines,Training,-6206639961022646823
204228000,28.6,261.0,552.02,,drifting_longlines|set_gillnets,Training,7793422039003353027
204234000,26.26,150.27,367.87,,set_gillnets|set_longlines,Training,-649539829499301914
204236000,23.0,122.315,294.5,,pots_and_traps|set_gillnets|set_longlines,Training,1350478170522697996
204237000,21.0,136.3,335.39,,drifting_longlines|set_longlines,Training,350469170527698051
204244000,23.6,175.74,365.86,,trawlers,Test,5354238375695594593
204250000,16.75,28.45,183.87,,set_gillnets,Training,4911316507280939660
204259000,26.0,183.485,441.3,,drifting_longlines|set_gillnets,Training,-4088732492802060293
204261000,22.7,68.58,312.59,,purse_seines|pole_and_line,Training,5235575273085529432
204263000,23.6,179.53,442.135,,trawlers,Training,3235557273063529522
204268000,18.6,99.36,289.05,,set_gillnets|drifting_longlines|set_longlines,Training,-6211137800563022137
204269000,17.32,34.94,183.88,,set_gillnets|pots_and_traps,Training,-5211160800696022240
204270000,15.34,23.78,102.97,,pots_and_traps|set_gillnets,Training,-207359595240125234
204277000,18.7,36.76,175.9,,set_gillnets,Training,-3207386595417125505
204283000,17.05,36.56,205.95,,pots_and_traps|set_gillnets,Training,-1650322463937780576
204285000,18.75,38.88,198.29000000000002,,pole_and_line,Test,349695536084219350
204606000,,,,,tug,Training,-634597112490581905
204701240,,,,,passenger,Training,-3628053279280729285
