mmsi,label,length,engine_power,tonnage,split,source
205360090,tug,,,,Test,PyBossaNonFishing;verify5and24_20160502
205360290,cargo,,,,Training,KnownVesselCargoTanker
205361390,tanker,,,,Training,KnownVesselCargoTanker
205364790,tanker,,,,Test,KnownVesselCargoTanker
205364990,cargo,,,,Training,KnownVesselCargoTanker
205369090,tanker,,,,Test,KnownVesselCargoTanker
205369390,tanker,,,,Test,KnownVesselCargoTanker
205370590,tanker,,,,Training,KnownVesselCargoTanker
205372190,tanker,,,,Training,KnownVesselCargoTanker
205372490,tanker,,,,Test,KnownVesselCargoTanker
205379990,unknown_not_fishing,,,,Training,verify5and24_20160502
205381890,cargo,,,,Test,KnownVesselCargoTanker
205387490,unknown_not_fishing,,,,Training,verify5and24_20160502
205390790,tanker,,,,Training,KnownVesselCargoTanker
205391990,cargo,,,,Training,KnownVesselCargoTanker
205393190,tanker,,,,Training,KnownVesselCargoTanker
205394390,cargo,,,,Test,KnownVesselCargoTanker
205396000,cargo,,,,Test,KnownVesselCargoTanker
205397000,cargo,,,,Test,KnownVesselCargoTanker
205400000,cargo,,,,Training,KristinaManualClassification
205402090,cargo,,,,Training,KnownVesselCargoTanker
205402790,cargo,,,,Test,KnownVesselCargoTanker
205415000,tug,,,,Training,PyBossaNonFishing;verify5and24_20160502
205415690,cargo,,,,Training,KnownVesselCargoTanker
205417510,unknown_not_fishing,,,,Training,verify5and24_20160502
205419690,tanker,,,,Test,KnownVesselCargoTanker
205421290,tanker,,,,Test,KnownVesselCargoTanker
205423290,tanker,,,,Training,KnownVesselCargoTanker
205434190,cargo,,,,Test,KnownVesselCargoTanker
205435990,cargo,,,,Test,KnownVesselCargoTanker
205443710,sailing,,,,Training,verify5and24_20160502
205448890,tanker,,,,Training,KnownVesselCargoTanker
205450000,cargo,,,,Training,KnownVesselCargoTanker
205450690,cargo,,,,Training,KnownVesselCargoTanker
205451000,cargo,,,,Test,KnownVesselCargoTanker;problem vessels
205452690,tanker,,,,Test,KnownVesselCargoTanker
205453000,cargo,,,,Test,KnownVesselCargoTanker
205453690,cargo,,,,Test,KnownVesselCargoTanker
205455590,cargo,,,,Training,KnownVesselCargoTanker
205457590,tanker,,,,Test,KnownVesselCargoTanker
205461000,cargo,162.0,,,Training,KnownVesselCargoTanker
205462000,tanker,,,,Training,KnownVesselCargoTanker
205464990,cargo,,,,Test,KnownVesselCargoTanker
205469000,unknown_not_fishing,,,,Training,verify5and24_20160502
205469190,tanker,,,,Training,KnownVesselCargoTanker
205471090,cargo,,,,Test,KnownVesselCargoTanker
205475000,tug,,,,Test,PyBossaNonFishing;verify5and24_20160502
205475290,tanker,,,,Test,KnownVesselCargoTanker
205476000,cargo,,,,Training,KnownVesselCargoTanker
205476390,cargo,,,,Training,KnownVesselCargoTanker
205477290,cargo,,,,Training,KnownVesselCargoTanker
205488290,tanker,,,,Training,KnownVesselCargoTanker
205490090,cargo,,,,Training,KnownVesselCargoTanker
205491290,tanker,,,,Test,KnownVesselCargoTanker
205492690,tanker,,,,Test,KnownVesselCargoTanker
205495690,tanker,,,,Test,KnownVesselCargoTanker
205498490,tanker,,,,Training,KnownVesselCargoTanker
205501290,tanker,,,,Test,KnownVesselCargoTanker
205502390,tanker,,,,Test,KnownVesselCargoTanker
205503990,tanker,,,,Test,KnownVesselCargoTanker
205504390,cargo,,,,Test,KnownVesselCargoTanker
205505090,cargo,,,,Training,KnownVesselCargoTanker
205505590,tanker,,,,Test,KnownVesselCargoTanker
205505790,cargo,,,,Test,KnownVesselCargoTanker
205508590,tanker,,,,Test,KnownVesselCargoTanker
205509000,cargo,,,,Training,KnownVesselCargoTanker
205509290,tanker,,,,Test,KnownVesselCargoTanker
205513690,passenger,,,,Training,verify5and24_20160502
205513890,tanker,,,,Test,KnownVesselCargoTanker
205513990,tanker,,,,Training,KnownVesselCargoTanker
205514990,cargo,,,,Test,KnownVesselCargoTanker
205515190,tanker,,,,Test,KnownVesselCargoTanker
205519000,cargo,,,,Test,KristinaManualClassification
205532000,trawlers,23.969999999999999,221.0,100.0,Training,eu_processed
205539000,cargo,,,,Test,KnownVesselCargoTanker
205548000,tanker,,,,Test,KristinaManualClassification
205555000,unknown_not_fishing,,,,Training,verify5and24_20160502
205596910,passenger,,,,Training,AlexWManualNonFishing
205599000,unknown_not_fishing,,,,Training,verify5and24_20160502
205626000,tug,,,,Training,PyBossaNonFishing;verify5and24_20160502
205632000,trawlers,19.039999999999999,202.0,44.0,Training,eu_processed
205788510,passenger,,,,Training,KristinaManualClassification
205797010,sailing,,,,Training,verify5and24_20160502
205831310,passenger,,,,Training,KristinaManualClassification
205844210,passenger,,,,Training,KristinaManualClassification
205881910,sailing,,,,Test,verify5and24_20160502
205995000,trawlers,19.100000000000001,219.0,57.0,Training,eu_processed
207133000,tanker,,,,Training,KnownVesselCargoTanker
207293000,set_gillnets|trawlers,19.399999999999999,205.0,46.0,Training,eu_processed
207326000,other_fishing|set_gillnets,15.970000000000001,176.52000000000001,19.739999999999998,Training,eu_processed
207343400,set_longlines|trawlers,13.85,105.0,20.0,Training,double_geartype_override;eu_processed
207420000,trawlers,25.5,220.65000000000001,117.36,Training,eu_processed
207421000,pole_and_line|trawlers,25.5,220.65000000000001,117.36,Training,double_geartype_override;eu_processed
207422000,trawlers,25.5,220.65000000000001,117.36,Training,eu_processed
207424000,pole_and_line|trawlers,25.5,220.65000000000001,117.36,Training,eu_processed
207426000,drifting_longlines|trawlers,25.449999999999999,220.65000000000001,117.36,Training,double_geartype_override;eu_processed
207427000,set_gillnets|trawlers,25.129999999999999,288.0,98.859999999999999,Training,eu_processed
207428000,trawlers,25.449999999999999,220.65000000000001,117.36,Test,eu_processed
207429000,set_gillnets|trawlers,19.75,257.43000000000001,39.799999999999997,Training,eu_processed
207451100,unknown_not_fishing,,,,Training,verify5and24_20160502
207822280,set_gillnets|trawlers,22.5,294.19999999999999,83.200000000000003,Training,eu_processed
207822570,other_fishing|trawlers,18.0,220.65000000000001,37.740000000000002,Training,eu_processed
207822580,set_gillnets|trawlers,15.699999999999999,172.84,18.23,Training,eu_processed
207822650,trawlers,23.75,165.49000000000001,86.980000000000004,Training,eu_processed
207822660,set_gillnets|trawlers,25.5,220.65000000000001,117.36,Training,eu_processed
207822670,set_gillnets|trawlers,25.5,220.65000000000001,117.36,Training,eu_processed
207822750,set_gillnets|trawlers,17.149999999999999,260.0,30.0,Training,eu_processed
207823230,set_gillnets,23.800000000000001,368.0,58.700000000000003,Test,eu_processed
207824340,pole_and_line|set_gillnets,14.5,175.05000000000001,17.399999999999999,Training,eu_processed
207824680,set_gillnets|trawlers,17.23,132.31999999999999,36.32,Training,eu_processed
207824690,trawlers,15.199999999999999,161.80000000000001,39.060000000000002,Training,eu_processed
207824740,set_gillnets|trawlers,17.300000000000001,176.52000000000001,38.259999999999998,Training,eu_processed
207824860,unknown_not_fishing,,,,Training,verify5and24_20160502
207825520,unknown_not_fishing,,,,Training,verify5and24_20160502
207826760,pole_and_line|trawlers,17.0,220.65000000000001,20.370000000000001,Training,eu_processed
207827320,set_gillnets|trawlers,27.199999999999999,574.0,78.609999999999999,Training,eu_processed
207827350,set_gillnets|trawlers,15.73,133.86000000000001,19.739999999999998,Training,eu_processed
207827450,set_gillnets|trawlers,10.300000000000001,100.03,6.5700000000000003,Training,eu_processed
207827490,set_gillnets|trawlers,21.100000000000001,110.0,32.0,Training,eu_processed
207827790,set_gillnets|trawlers,21.140000000000001,110.0,32.0,Training,eu_processed
207827920,set_gillnets|trawlers,12.58,220.59,24.460000000000001,Training,eu_processed;problem vessels
207828530,set_gillnets|trawlers,21.100000000000001,110.31999999999999,34.0,Training,eu_processed
207828790,set_gillnets|trawlers,21.100000000000001,264.77999999999997,34.0,Training,eu_processed
207828930,set_gillnets|trawlers,20.699999999999999,308.91000000000003,33.0,Training,eu_processed
207829280,set_gillnets|trawlers,25.0,661.70000000000005,76.329999999999998,Training,eu_processed
207829360,set_gillnets|trawlers,14.949999999999999,220.0,24.620000000000001,Training,eu_processed
207829440,set_gillnets|trawlers,16.300000000000001,110.33,19.66,Training,eu_processed
207829520,set_gillnets|trawlers,14.0,159.0,15.789999999999999,Training,eu_processed
207829550,set_gillnets|trawlers,20.699999999999999,308.91000000000003,36.0,Training,eu_processed
207829660,set_gillnets|trawlers,21.0,242.72,31.760000000000002,Training,eu_processed
207829760,unknown_not_fishing,,,,Training,verify5and24_20160502
207829790,set_gillnets|trawlers,10.6,73.549999999999997,8.8100000000000005,Training,eu_processed
207832280,set_gillnets|trawlers,16.5,185.0,31.93,Training,eu_processed
207832390,sailing,,,,Training,verify5and24_20160502
207833240,set_gillnets|trawlers,12.0,132.38999999999999,22.66,Training,eu_processed
207882640,trawlers,22.5,220.65000000000001,54.420000000000002,Training,eu_processed
209032000,cargo,,,,Test,KristinaManualClassification
209047000,cargo,,,,Training,KnownVesselCargoTanker
209048000,cargo,,,,Training,KristinaManualClassification
209074000,passenger,,,,Training,verify5and24_20160502
209086000,cargo,,,,Training,KristinaManualClassification
209108000,seismic_vessel,106.8,,,Test,Seismic Pybossa Tasks;WorldwideSeismicVesselDatabase4Dec15
209122000,passenger,,,,Training,verify5and24_20160502
209177000,cargo,,,,Test,KnownVesselCargoTanker
209187000,cargo,,,,Training,KristinaManualClassification
209188000,cargo,,,,Training,KristinaManualClassification
209191000,cargo,,,,Training,KnownVesselCargoTanker
209204000,cargo,,,,Training,KnownVesselCargoTanker
209212000,trawlers,24.399999999999999,436.41000000000003,115.0,Test,eu_processed
209232000,drifting_longlines|set_gillnets,25.399999999999999,373.0,82.0,Training,clav_v10_processed;eu_processed
209243000,cargo,,,,Test,KnownVesselCargoTanker
209250000,cargo,,,,Training,KristinaManualClassification
209300000,cargo,,,,Test,KnownVesselCargoTanker
209322000,cargo,,,,Training,KnownVesselCargoTanker
209353000,trawlers,25.649999999999999,242.71000000000001,100.56,Training,clav_v10_processed;eu_processed
209355000,cargo,,,,Training,KristinaManualClassification
209361000,cargo,,,,Training,KnownVesselCargoTanker
209375000,passenger,,,,Training,verify5and24_20160502
209380000,cargo,,,,Test,KnownVesselCargoTanker
209394000,tanker,,,,Test,KristinaManualClassification
209465000,drifting_longlines|set_longlines,21.300000000000001,320.0,80.0,Training,clav_v10_processed;eu_processed
209486000,cargo,,,,Test,KristinaManualClassification
209499000,trawlers,27.800000000000001,493.11000000000001,128.0,Training,eu_processed
209587000,seismic_vessel,86.0,,,Training,WorldwideSeismicVesselDatabase4Dec15
209605000,cargo,,,,Test,KristinaManualClassification
209627000,cargo,,,,Test,KnownVesselCargoTanker
209632000,tanker,,,,Training,KristinaManualClassification
209694000,cargo,,,,Training,KristinaManualClassification
209719000,cargo,,,,Test,KnownVesselCargoTanker
209724000,cargo,,,,Test,KnownVesselCargoTanker
209745000,cargo,,,,Test,KristinaManualClassification
209777000,cargo,,,,Test,KnownVesselCargoTanker
209792000,cargo,,,,Training,KnownVesselCargoTanker
209817000,cargo,,,,Test,KristinaManualClassification
209819000,cargo,,,,Training,KristinaManualClassification
209840000,cargo,,,,Test,KnownVesselCargoTanker
209854000,cargo,,,,Test,KristinaManualClassification
209896000,passenger,,,,Training,verify5and24_20160502
209933000,cargo,,,,Test,KristinaManualClassification
209979000,cargo,,,,Training,KnownVesselCargoTanker
210000,unknown_not_fishing,,,,Training,verify5and24_20160502
210001000,cargo,,,,Training,KnownVesselCargoTanker
210008000,cargo,,,,Test,KnownVesselCargoTanker
210035000,cargo,,,,Test,KnownVesselCargoTanker
210122000,cargo,,,,Test,KnownVesselCargoTanker
