mmsi,label,length,engine_power,tonnage,split,source
204211000,drifting_longlines,27.5075,350.0,225.0,Test,clav_v10_processed;eu_processed;itu_2016_processed
204212000,drifting_longlines|set_gillnets|set_longlines|trawlers,34.5,808.1357142857142,273.0,Training,clav_v10_processed;double_geartype_override;eu_processed;itu_2016_processed;matched_mmsi_IATTC;wcpfc
204213000,drifting_longlines,24.5,,158.86,Test,clav_v10_processed
204218000,unknown_fishing,,,,Training,itu_2016_processed
204225000,drifting_longlines|set_longlines,25.36,339.0,154.0,Training,clav_v10_processed;double_geartype_override;eu_processed
204226000,drifting_longlines|set_longlines,27.2,441.0,232.695,Training,clav_v10_processed;eu_processed;itu_2016_processed
204228000,drifting_longlines|set_gillnets,28.6,551.3714285714285,228.0,Training,clav_v10_processed;eu_processed;itu_2016_processed;matched_mmsi_IATTC;wcpfc
204229000,trawlers,28.2,588.4,249.0,Training,eu_processed
204231000,unknown_fishing,,,,Training,itu_2016_processed
204232000,drifting_longlines,32.8,662.0,332.0,Test,clav_v10_processed;eu_processed;itu_2016_processed
204233000,drifting_longlines|set_longlines,24.75,367.74,157.94,Training,clav_v10_processed;eu_processed
204235000,drifting_longlines|set_gillnets,28.1,514.84,238.2633333335,Training,clav_v10_processed;eu_processed;itu_2016_processed
204236000,set_longlines,23.0,261.0,123.3,Test,eu_processed
204237000,drifting_longlines|set_longlines,21.0,335.39,136.3,Training,eu_processed;itu_2016_processed
204242000,set_gillnets,20.0,264.04,51.72,Test,eu_processed
204243000,trawlers,28.0,588.4,249.0,Test,eu_processed
204244000,trawlers,23.6,368.38,175.74,Training,eu_processed
204245000,purse_seines,19.0,278.75,53.97,Training,eu_processed
204248000,purse_seines|set_gillnets,21.14,323.62,66.35,Training,double_geartype_override;eu_processed
204255000,set_gillnets,20.0,235.36,86.89,Test,eu_processed
204257000,purse_seines|set_gillnets,21.5,323.62,63.54,Training,eu_processed
204259000,drifting_longlines,26.0,,183.485,Test,clav_v10_processed;itu_2016_processed
204260000,trawlers,29.3,588.39,217.0,Test,eu_processed
204261000,purse_seines,22.7,312.59,68.58,Training,eu_processed
204263000,trawlers,23.6,445.18,179.53,Test,eu_processed
204264000,pole_and_line,25.4,,138.66,Test,clav_v10_processed;itu_2016_processed
204266000,set_gillnets,15.06,161.81,21.99,Training,eu_processed
204269000,pots_and_traps|set_gillnets,17.32,183.88,34.94,Training,eu_processed
204270000,pots_and_traps|set_gillnets,15.34,102.97,23.78,Training,eu_processed
204274000,set_gillnets|set_longlines,18.8,220.65,35.36,Training,eu_processed
204275000,pots_and_traps|set_gillnets,16.75,135.0,27.92,Training,eu_processed
204277000,set_gillnets,18.7,175.9,36.76,Test,eu_processed
204285000,pole_and_line|set_longlines,18.75,198.0,38.88,Training,double_geartype_override;eu_processed
204287000,pole_and_line,29.9,625.18,186.43,Training,clav_v10_processed;eu_processed
204670340,unknown_not_fishing,,,,Training,itu_2016_processed
204708000,cargo|reefer,100.6,,4450.0,Training,KnownVesselCargoTanker;clav_v10_processed;itu_2016_processed
204709000,cargo,,,,Test,itu_2016_processed
204807000,pole_and_line,28.1,368.0,134.0,Test,clav_v10_processed;eu_processed
204810000,pole_and_line,28.1,,135.0,Test,clav_v10_processed
204811000,drifting_longlines|set_gillnets,50.75142857142857,1177.0,764.0,Training,clav_v10_processed;itu_2016_processed;matched_mmsi_IATTC;wcpfc
204813000,drifting_longlines|set_longlines,28.0,368.0,215.0,Training,clav_v10_processed;eu_processed
204814000,drifting_longlines|set_longlines,28.1,441.3,215.0,Training,clav_v10_processed;eu_processed
204815000,drifting_longlines|pole_and_line,28.1,368.0,184.0,Training,clav_v10_processed;eu_processed;itu_2016_processed
204819000,drifting_longlines,24.2,367.74,188.0,Training,eu_processed;itu_2016_processed
204820000,trawlers,84.94,2684.5,2251.0,Training,eu_processed;itu_2016_processed
204824000,pole_and_line|set_longlines,30.17,496.45,145.0,Training,eu_processed
204826000,pole_and_line,31.14,500.13,166.0,Training,clav_v10_processed;eu_processed;itu_2016_processed
204827000,pole_and_line,30.8,,155.0,Training,clav_v10_processed
204829000,pole_and_line|pots_and_traps,25.41,441.29,116.0,Training,clav_v10_processed;eu_processed
204834000,pole_and_line,29.25,,145.0,Test,clav_v10_processed
204835000,pole_and_line,28.1,368.0,134.0,Test,clav_v10_processed;eu_processed
204838000,pole_and_line,28.1,441.29,134.0,Training,clav_v10_processed;eu_processed
204848000,pots_and_traps|set_longlines,29.46,458.95,167.0,Training,double_geartype_override;eu_processed;itu_2016_processed
204851000,pole_and_line,25.4,,138.52,Training,clav_v10_processed;itu_2016_processed
204853000,drifting_longlines|set_longlines,24.9,485.42,178.42,Training,clav_v10_processed;eu_processed;itu_2016_processed
204856000,drifting_longlines|set_longlines,29.46,456.0,171.0,Training,clav_v10_processed;eu_processed;itu_2016_processed
204858000,pole_and_line,29.46,461.28,171.0,Training,clav_v10_processed;eu_processed
204860000,unknown_fishing,,,,Training,itu_2016_processed
204862000,drifting_longlines,37.7,551.042,319.0,Training,clav_v10_processed;eu_processed;matched_mmsi_IATTC;wcpfc
205001000,tug,,,,Test,itu_2016_processed
205002000,unknown_not_fishing,,,,Training,itu_2016_processed
205008600,tanker,,,,Test,KnownVesselCargoTanker
205013000,tug,,,,Training,itu_2016_processed
205017000,trawlers,23.94,218.0,94.0,Training,eu_processed
205026000,trawlers,18.14,221.0,55.0,Training,eu_processed
205033000,passenger,,,,Training,itu_2016_processed;problem vessels
205035000,unknown_not_fishing,,,,Training,itu_2016_processed
205036000,tug,,,,Training,itu_2016_processed
205037800,unknown_not_fishing,,,,Training,verify5and24_20160502
205038000,unknown_not_fishing,,,,Training,itu_2016_processed
205042000,unknown_not_fishing,,,,Training,itu_2016_processed
205043000,passenger,,,,Training,itu_2016_processed
205045800,tanker,,,,Test,KnownVesselCargoTanker
205048000,unknown_not_fishing,,,,Training,itu_2016_processed
205049000,unknown_not_fishing,,,,Training,itu_2016_processed
205050000,unknown_not_fishing,,,,Training,itu_2016_processed
205051000,tug,,,,Training,itu_2016_processed;verify5and24_20160502
205054000,unknown_not_fishing,,,,Training,itu_2016_processed
205057000,tug,,,,Training,itu_2016_processed
205059000,trawlers,38.31,1200.0,387.0,Test,eu_processed
205062000,unknown_not_fishing,,,,Training,itu_2016_processed;verify5and24_20160502
205063000,tug,,,,Test,itu_2016_processed
205065000,tug,,,,Training,itu_2016_processed
205067000,tug,,,,Training,itu_2016_processed
205071000,tug,,,,Training,itu_2016_processed
205074000,tug,,,,Test,itu_2016_processed
205076000,unknown_fishing,,,,Training,Problem Vessels 2;itu_2016_processed
205080000,unknown_not_fishing,,,,Training,itu_2016_processed
205082000,tug,,,,Test,itu_2016_processed
205084000,tug,,,,Test,itu_2016_processed
205085000,unknown_not_fishing,,,,Training,itu_2016_processed
205086000,tug,,,,Training,itu_2016_processed
205087000,tug,,,,Test,itu_2016_processed
205092000,unknown_not_fishing,,,,Training,itu_2016_processed
205093000,unknown_not_fishing,,,,Training,itu_2016_processed
205094000,unknown_not_fishing,,,,Training,itu_2016_processed
205095000,unknown_not_fishing,,,,Training,itu_2016_processed
205098000,unknown_fishing,,,,Training,itu_2016_processed
205101000,set_gillnets,21.53,598.0,133.0,Test,eu_processed
205106000,trawlers,33.67,1200.0,273.0,Training,eu_processed
205111000,unknown_not_fishing,,,,Training,itu_2016_processed
205112000,unknown_not_fishing,,,,Training,itu_2016_processed
205116000,passenger,,,,Training,itu_2016_processed
205126000,unknown_not_fishing,,,,Training,itu_2016_processed
205127000,unknown_not_fishing,,,,Training,itu_2016_processed
205128000,trawlers,23.99,221.0,102.0,Training,eu_processed
205135000,unknown_not_fishing,,,,Training,itu_2016_processed
205146000,unknown_not_fishing,,,,Training,itu_2016_processed;verify5and24_20160502
205148000,trawlers,23.82,221.0,104.0,Test,eu_processed
205149000,trawlers,32.5,1163.0,251.0,Test,eu_processed
205150000,trawlers,27.2,221.0,100.0,Test,eu_processed;itu_2016_processed
205153000,trawlers,37.2,1122.0,275.0,Test,eu_processed
205155000,trawlers,34.9,765.0,284.0,Training,eu_processed
205161000,other_fishing|trawlers,29.8,1062.0,252.0,Training,eu_processed;itu_2016_processed
205162000,trawlers,37.87,1200.0,385.0,Test,eu_processed
205165000,unknown_fishing,,,,Training,itu_2016_processed
205169000,trawlers,37.81,1200.0,384.0,Test,eu_processed
205170000,trawlers,37.09,1200.0,366.0,Training,eu_processed
205172000,tug,,,,Test,itu_2016_processed
205174000,tanker,,,,Training,itu_2016_processed
205175000,unknown_not_fishing,,,,Training,itu_2016_processed
205177000,tug,,,,Test,itu_2016_processed
205179000,tug,,,,Training,itu_2016_processed
205181000,tug,,,,Test,itu_2016_processed
205189000,unknown_fishing,,,,Training,itu_2016_processed;problem vessels
205191000,trawlers,23.94,221.0,139.0,Training,eu_processed
205192000,trawlers,38.93,1200.0,372.0,Test,eu_processed;itu_2016_processed
205193000,tug,,,,Test,itu_2016_processed
205194000,tanker,,,,Training,itu_2016_processed
205197000,trawlers,37.88,1080.0,311.0,Training,eu_processed
205198000,trawlers,37.83,706.0,388.0,Training,eu_processed;itu_2016_processed
205199000,tug,,,,Training,itu_2016_processed
205212390,tanker,,,,Test,KnownVesselCargoTanker
205226410,passenger,,,,Training,KristinaManualClassification;itu_2016_processed
205227000,trawlers,37.78,1200.0,388.0,Training,eu_processed
205229090,tanker,,,,Test,KnownVesselCargoTanker
205232000,trawlers,23.85,221.0,138.0,Test,eu_processed
205234000,tug,,,,Test,itu_2016_processed
205236000,trawlers,23.94,221.0,130.0,Test,eu_processed
205237000,trawlers,37.83,1200.0,389.0,Test,eu_processed
205237290,tanker,,,,Test,KnownVesselCargoTanker
205238000,tug,,,,Training,itu_2016_processed
205239000,trawlers,30.7,852.0,159.0,Test,eu_processed
205240000,other_fishing|trawlers,38.22,1200.0,384.0,Training,eu_processed
205241000,trawlers,32.32,551.0,336.0,Training,eu_processed
205243000,trawlers,37.81,1200.0,385.0,Training,eu_processed;itu_2016_processed
205245890,tanker,,,,Test,KnownVesselCargoTanker
205245990,tanker,,,,Test,KnownVesselCargoTanker
205246000,trawlers,37.96,1200.0,388.0,Training,eu_processed
205247090,tanker,,,,Test,KnownVesselCargoTanker
205247700,tanker,,,,Training,KnownVesselCargoTanker
205250000,cargo,,,,Training,itu_2016_processed
205251000,unknown_not_fishing,,,,Training,itu_2016_processed
205252000,unknown_not_fishing,,,,Training,itu_2016_processed
205252690,tug,,,,Test,PyBossaNonFishing;verify5and24_20160502
205256290,cargo,,,,Test,KnownVesselCargoTanker
205257010,passenger,,,,Training,KristinaManualClassification
205258000,trawlers,23.99,221.0,109.0,Training,eu_processed
205258890,cargo,,,,Test,KnownVesselCargoTanker
205261000,trawlers,22.94,221.0,84.0,Training,eu_processed;itu_2016_processed
205262000,trawlers,34.8,1200.0,236.0,Training,eu_processed
205264000,trawlers,21.91,220.0,56.0,Training,eu_processed
205264290,tug,,,,Test,PyBossaNonFishing;verify5and24_20160502
205265000,trawlers,23.82,221.0,69.0,Test,eu_processed
205267669,cargo,,,,Training,KnownVesselCargoTanker
205269000,trawlers,16.8,184.0,33.0,Training,eu_processed
205271000,set_gillnets|trawlers,17.0,142.0,33.0,Training,eu_processed
205272000,trawlers,22.32,221.0,68.0,Training,eu_processed;itu_2016_processed
205273990,tug,,,,Test,PyBossaNonFishing;verify5and24_20160502
205275000,trawlers,34.8,1200.0,254.0,Training,eu_processed
205277000,trawlers,30.58,722.0,217.0,Training,eu_processed
205278000,trawlers,33.53,1026.0,233.0,Training,eu_processed
205281000,trawlers,20.01,221.0,57.0,Training,eu_processed
205284000,trawlers,34.9,1200.0,284.0,Test,eu_processed
205284690,cargo,,,,Test,KnownVesselCargoTanker
205284990,tanker,,,,Training,KnownVesselCargoTanker
205285000,trawlers,19.35,221.0,66.0,Test,eu_processed
205285590,cargo,,,,Training,KnownVesselCargoTanker
205286000,trawlers,23.75,221.0,99.0,Training,eu_processed
205286790,cargo,,,,Test,KnownVesselCargoTanker
205289990,cargo,,,,Test,KnownVesselCargoTanker
205291000,trawlers,23.82,221.0,70.0,Training,eu_processed
205293000,trawlers,20.04,219.0,68.0,Training,eu_processed
205293390,tanker,,,,Training,KnownVesselCargoTanker
205294000,trawlers,21.0,221.0,62.0,Test,eu_processed
205295690,tanker,,,,Training,KnownVesselCargoTanker
205296000,trawlers,23.99,221.0,60.0,Test,eu_processed
205298990,tanker,,,,Training,KnownVesselCargoTanker
205300000,tug,,,,Training,itu_2016_processed
205300690,tanker,,,,Test,KnownVesselCargoTanker
205301290,tanker,,,,Test,KnownVesselCargoTanker
205303000,trawlers,37.8,1200.0,390.0,Training,eu_processed;itu_2016_processed
205306000,trawlers,37.79,1200.0,386.0,Test,eu_processed
205307000,set_gillnets,21.08,220.0,67.0,Training,eu_processed
205308000,trawlers,21.39,213.0,53.0,Training,eu_processed
205309000,unknown_not_fishing,,,,Training,itu_2016_processed
205311000,set_gillnets,12.68,471.0,18.0,Training,eu_processed
205311190,tanker,,,,Training,KnownVesselCargoTanker
205315000,trawlers,21.97,221.0,44.0,Training,eu_processed
205316000,trawlers,36.11,942.0,351.0,Test,eu_processed
205320000,trawlers,23.98,221.0,95.0,Test,eu_processed
205321000,trawlers,37.45,1200.0,385.0,Test,eu_processed
205322000,trawlers,37.89,959.0,385.0,Test,eu_processed
205323000,trawlers,17.0,221.0,42.0,Test,eu_processed
205325000,trawlers,33.18,221.0,143.0,Test,eu_processed
205325390,cargo,,,,Test,KnownVesselCargoTanker
205327000,set_gillnets|trawlers,12.4,220.0,22.0,Training,eu_processed
205328000,trawlers,19.0,216.0,37.0,Test,eu_processed
205330790,unknown_not_fishing,,,,Training,verify5and24_20160502
205333000,trawlers,37.72,942.0,396.0,Test,eu_processed;itu_2016_processed
205334890,cargo,,,,Training,KnownVesselCargoTanker
205335490,cargo,,,,Training,KnownVesselCargoTanker
205336000,trawlers,23.83,221.0,140.0,Test,eu_processed
205338490,tanker,,,,Test,KnownVesselCargoTanker
205340000,tug,,,,Training,itu_2016_processed
205340890,cargo,,,,Training,KnownVesselCargoTanker
205344390,tanker,,,,Training,KnownVesselCargoTanker
205345000,trawlers,37.81,1181.0,385.0,Test,eu_processed
205346000,trawlers,23.99,221.0,102.0,Test,eu_processed
205346790,tanker,,,,Training,KnownVesselCargoTanker
205347300,tanker,,,,Training,KnownVesselCargoTanker
205348000,tug,,,,Training,itu_2016_processed
205349000,tug,,,,Training,itu_2016_processed
205349890,tanker,,,,Training,KnownVesselCargoTanker
205351000,tanker,,,,Training,itu_2016_processed
205351390,tanker,,,,Training,KnownVesselCargoTanker
205356700,cargo,,,,Test,KnownVesselCargoTanker
205360090,tug,,,,Test,PyBossaNonFishing;verify5and24_20160502
205360290,cargo,,,,Test,KnownVesselCargoTanker
205361000,tanker,,,,Test,itu_2016_processed
205361390,tanker,,,,Test,KnownVesselCargoTanker
205364790,tanker,,,,Test,KnownVesselCargoTanker
205364990,cargo,,,,Test,KnownVesselCargoTanker
205365000,tanker,,,,Test,itu_2016_processed
205366000,tanker,,,,Test,itu_2016_processed
205369000,tanker,,,,Test,itu_2016_processed
205369090,tanker,,,,Test,KnownVesselCargoTanker
205369390,tanker,,,,Training,KnownVesselCargoTanker
205370590,tanker,,,,Test,KnownVesselCargoTanker
205372190,tanker,,,,Test,KnownVesselCargoTanker
205372490,tanker,,,,Training,KnownVesselCargoTanker
205373000,tanker,,,,Test,itu_2016_processed
205378000,tanker,,,,Test,itu_2016_processed
205379990,unknown_not_fishing,,,,Training,verify5and24_20160502
205381890,cargo,,,,Test,KnownVesselCargoTanker
205387490,unknown_not_fishing,,,,Training,verify5and24_20160502
205388000,cargo|tanker,,,,Training,itu_2016_processed
205390790,tanker,,,,Training,KnownVesselCargoTanker
205391990,cargo,,,,Training,KnownVesselCargoTanker
205393000,tug,,,,Training,itu_2016_processed
205393190,tanker,,,,Training,KnownVesselCargoTanker
205394000,tanker,,,,Test,itu_2016_processed
205394390,cargo,,,,Training,KnownVesselCargoTanker
205395000,cargo|tanker,,,,Training,itu_2016_processed
205396000,cargo|tanker,,,,Training,KnownVesselCargoTanker;itu_2016_processed
205397000,cargo|tanker,,,,Training,KnownVesselCargoTanker;itu_2016_processed
205400000,cargo|tanker,,,,Training,KristinaManualClassification;itu_2016_processed
205402790,cargo,,,,Training,KnownVesselCargoTanker
205408000,tanker,,,,Test,itu_2016_processed
205414000,tug,,,,Test,itu_2016_processed
205415000,tug,,,,Training,PyBossaNonFishing;itu_2016_processed;verify5and24_20160502
205415690,cargo,,,,Test,KnownVesselCargoTanker
205416000,tug,,,,Training,itu_2016_processed
205417000,tug,,,,Training,itu_2016_processed
205417510,unknown_not_fishing,,,,Training,verify5and24_20160502
205419000,cargo,,,,Test,itu_2016_processed
205419690,tanker,,,,Test,KnownVesselCargoTanker
205420000,tanker,,,,Training,itu_2016_processed
205421290,tanker,,,,Test,KnownVesselCargoTanker
205423290,tanker,,,,Test,KnownVesselCargoTanker
205430000,cargo,,,,Training,itu_2016_processed
205434000,cargo|tanker,,,,Training,itu_2016_processed
205434190,cargo,,,,Test,KnownVesselCargoTanker
205435990,cargo,,,,Test,KnownVesselCargoTanker
205437000,tanker,,,,Training,itu_2016_processed
205438000,tanker,,,,Training,itu_2016_processed
205439000,cargo,,,,Test,itu_2016_processed
205440000,tanker,,,,Test,itu_2016_processed
205443710,sailing,,,,Training,verify5and24_20160502
205446000,unknown_not_fishing,,,,Training,itu_2016_processed
205448890,tanker,,,,Test,KnownVesselCargoTanker
205450000,cargo|passenger,,,,Training,KnownVesselCargoTanker;itu_2016_processed
205450690,cargo,,,,Test,KnownVesselCargoTanker
205451000,cargo|passenger,,,,Training,KnownVesselCargoTanker;itu_2016_processed;problem vessels
205452000,passenger,,,,Training,itu_2016_processed
205452690,tanker,,,,Training,KnownVesselCargoTanker
205453000,cargo|passenger,,,,Training,KnownVesselCargoTanker;itu_2016_processed
205453690,cargo,,,,Training,KnownVesselCargoTanker
205454000,tug,,,,Test,itu_2016_processed
205455000,unknown_not_fishing,,,,Training,itu_2016_processed
205455590,cargo,,,,Training,KnownVesselCargoTanker
205457590,tanker,,,,Test,KnownVesselCargoTanker
205460000,tanker,,,,Training,itu_2016_processed
205461000,cargo|passenger,162.0,,,Training,KnownVesselCargoTanker;itu_2016_processed
205462000,tanker,,,,Training,KnownVesselCargoTanker;itu_2016_processed
205463000,cargo,,,,Test,itu_2016_processed
205464990,cargo,,,,Test,KnownVesselCargoTanker
205465000,cargo,,,,Test,itu_2016_processed
205467000,tug,,,,Test,itu_2016_processed
205469000,unknown_not_fishing,,,,Training,verify5and24_20160502
205469190,tanker,,,,Test,KnownVesselCargoTanker
205471090,cargo,,,,Training,KnownVesselCargoTanker
205475000,tug,,,,Test,PyBossaNonFishing;itu_2016_processed;verify5and24_20160502
205475290,tanker,,,,Test,KnownVesselCargoTanker
205476000,cargo,,,,Training,KnownVesselCargoTanker;itu_2016_processed
205476390,cargo,,,,Test,KnownVesselCargoTanker
205477000,cargo,,,,Training,itu_2016_processed
205477290,cargo,,,,Training,KnownVesselCargoTanker
205479000,unknown_not_fishing,,,,Training,itu_2016_processed
205482000,cargo,,,,Training,itu_2016_processed
205483000,tug,,,,Test,itu_2016_processed
205484000,tug,,,,Test,itu_2016_processed
205487000,cargo,,,,Training,itu_2016_processed
205488290,tanker,,,,Training,KnownVesselCargoTanker
205489000,cargo,,,,Training,itu_2016_processed
205490090,cargo,,,,Test,KnownVesselCargoTanker
205492690,tanker,,,,Training,KnownVesselCargoTanker
205495690,tanker,,,,Test,KnownVesselCargoTanker
205498490,tanker,,,,Training,KnownVesselCargoTanker
205501000,unknown_not_fishing,,,,Training,itu_2016_processed
205501290,tanker,,,,Training,KnownVesselCargoTanker
205502390,tanker,,,,Training,KnownVesselCargoTanker
205503990,tanker,,,,Test,KnownVesselCargoTanker
205504390,cargo,,,,Training,KnownVesselCargoTanker
205505090,cargo,,,,Training,KnownVesselCargoTanker
205505590,tanker,,,,Test,KnownVesselCargoTanker
205505790,cargo,,,,Training,KnownVesselCargoTanker
205508590,tanker,,,,Training,KnownVesselCargoTanker
205509000,cargo,,,,Training,KnownVesselCargoTanker;itu_2016_processed
205509290,tanker,,,,Training,KnownVesselCargoTanker
205513690,passenger,,,,Training,verify5and24_20160502
205513890,tanker,,,,Test,KnownVesselCargoTanker
205513990,tanker,,,,Training,KnownVesselCargoTanker
205514000,unknown_not_fishing,,,,Training,itu_2016_processed
205514990,cargo,,,,Test,KnownVesselCargoTanker
205515190,tanker,,,,Test,KnownVesselCargoTanker
205519000,cargo,,,,Test,KristinaManualClassification;itu_2016_processed
205521000,cargo,,,,Training,itu_2016_processed
205524000,unknown_not_fishing,,,,Training,itu_2016_processed
205528000,unknown_not_fishing,,,,Training,itu_2016_processed
205532000,trawlers,23.97,221.0,100.0,Training,eu_processed
205533000,cargo,,,,Training,itu_2016_processed
205535000,cargo,,,,Test,itu_2016_processed
205539000,cargo,,,,Test,KnownVesselCargoTanker;itu_2016_processed
205541000,tug,,,,Test,itu_2016_processed
205545000,tug,,,,Test,itu_2016_processed
205546000,tug,,,,Training,itu_2016_processed
205547000,cargo,,,,Training,itu_2016_processed
205548000,tanker,,,,Training,KristinaManualClassification;itu_2016_processed
205549000,cargo,,,,Training,itu_2016_processed
205550000,unknown_fishing,,,,Training,itu_2016_processed
205551000,tanker,,,,Training,itu_2016_processed
205553000,tanker,,,,Training,itu_2016_processed
205554000,tanker,,,,Test,itu_2016_processed
205555000,unknown_not_fishing,,,,Training,itu_2016_processed;verify5and24_20160502
205557000,unknown_not_fishing,,,,Training,itu_2016_processed
205558000,tug,,,,Test,itu_2016_processed
205565000,tug,,,,Test,itu_2016_processed
205566000,tug,,,,Test,itu_2016_processed
205567000,cargo,,,,Training,itu_2016_processed
205568000,tanker,,,,Training,itu_2016_processed
205569000,cargo,,,,Test,itu_2016_processed
205570000,tanker,,,,Training,itu_2016_processed
205571000,tanker,,,,Test,itu_2016_processed
205572000,tanker,,,,Test,itu_2016_processed
205575000,tug,,,,Test,itu_2016_processed
205578000,cargo,,,,Training,itu_2016_processed
205580000,cargo,,,,Test,itu_2016_processed
205581000,cargo,,,,Test,itu_2016_processed
205582000,unknown_not_fishing,,,,Training,itu_2016_processed
205585000,cargo,,,,Training,itu_2016_processed
205586000,tug,,,,Training,itu_2016_processed
205587000,tanker,,,,Training,itu_2016_processed
